srcIata,dstIata, flights ,stage, duration 
KMG,SHA,12,1197,3
SZX,TFU,12,783,2
LGA,IAH,12,1416,3
LAS,BUR,12,223,1
BUR,LAS,12,223,1
CTU,SHA,12,1033,2
IAH,LGA,12,1416,3
KUL,JHB,12,155,1
AMS,CPH,12,393,1
CPH,AMS,12,393,1
JHB,KUL,12,155,1
EWR,SFO,12,2565,6
BOS,ACK,12,91,1
SFO,EWR,12,2565,6
PEK,XIY,12,581,1
BSB,SDU,12,575,1
SDU,BSB,12,575,1
SCL,CCP,12,267,1
YEG,YYC,12,153,1
BGO,SVG,12,99,1
CCP,SCL,12,267,1
HND,KIX,12,268,1
KIX,HND,12,268,1
GMP,HND,12,735,2
HND,GMP,12,735,2
HND,MYJ,12,419,1
MYJ,HND,12,419,1
YWG,YYZ,12,936,2
CVG,ORD,12,265,1
YYC,YEG,12,153,1
ORD,CVG,12,265,1
YYZ,YWG,12,936,2
SUB,DPS,12,188,1
BOG,ADZ,12,748,2
ADZ,BOG,12,748,2
LAS,SJC,12,386,1
WUH,CAN,12,512,1
SJC,LAS,12,386,1
DPS,SUB,12,188,1
MSY,ATL,12,425,1
CAN,WUH,12,512,1
PEN,SIN,12,373,1
SIN,PEN,12,373,1
ATL,MSY,12,425,1
AKL,SYD,12,1345,3
SVG,BGO,12,99,1
SYD,AKL,12,1345,3
LHR,ZRH,12,491,1
ZRH,LHR,12,491,1
DUS,MUC,12,303,1
ORD,MIA,12,1197,3
BSB,GRU,12,529,1
GRU,BSB,12,529,1
MIA,ORD,12,1197,3
MUC,DUS,12,303,1
LKY,SEU,12,95,1
SUB,BPN,12,506,1
BPN,SUB,12,506,1
MTY,CUN,12,902,2
CUN,MTY,12,902,2
JFK,ATL,12,760,2
EWR,YYZ,12,347,1
YYZ,EWR,12,347,1
HRE,JNB,12,594,1
GRU,SCL,12,1626,4
SCL,GRU,12,1626,4
ATL,JFK,12,760,2
HAK,CSX,12,594,1
HRB,TAO,12,714,2
TAO,HRB,12,714,2
URC,TFU,12,1322,3
TFU,URC,12,1322,3
COK,BLR,12,228,1
MNL,TAG,12,387,1
TAG,MNL,12,387,1
HYD,TIR,12,258,1
TIR,HYD,12,258,1
CSX,HAK,12,594,1
DMK,KUL,12,771,2
KUL,DMK,12,771,2
DAC,ZYL,12,120,1
BLR,COK,12,228,1
BNA,DCA,12,562,1
BOS,CLT,12,727,2
DCA,BNA,12,562,1
KMG,NKG,12,1070,2
CLT,BOS,12,727,2
NKG,KMG,12,1070,2
JNB,HRE,12,594,1
MNL,TPE,12,727,2
TPE,MNL,12,727,2
ICN,MNL,12,1615,4
MNL,ICN,12,1615,4
CAN,TSN,12,1109,2
CXR,ICN,12,2052,5
ICN,CXR,12,2052,5
TSN,CAN,12,1109,2
CBR,MEL,12,292,1
MSN,ORD,12,109,1
SGN,THD,12,630,1
MEL,CBR,12,292,1
ORD,MSN,12,109,1
CSX,XIY,12,504,1
BKK,CAN,12,1058,2
SHA,CTU,12,1033,2
XIY,CSX,12,504,1
CDG,AMS,12,248,1
KUL,KBR,12,238,1
KBR,KUL,12,238,1
CLT,ORD,12,599,1
ORD,CLT,12,599,1
AMS,CDG,12,248,1
BCN,IBZ,12,171,1
IBZ,BCN,12,171,1
AAL,CPH,12,148,1
CPH,AAL,12,148,1
CAN,BKK,12,1058,2
KEP,KTM,12,234,1
KTM,KEP,12,234,1
ACK,BOS,12,91,1
DEN,MCI,12,532,1
THD,SGN,11,630,1
XIY,PEK,11,581,1
AEP,COR,11,404,1
SUB,UPG,11,492,1
TLV,ATH,11,742,2
CAI,KWI,11,998,2
LXA,TFU,11,815,2
LGA,FLL,11,1076,2
FLL,LGA,11,1076,2
KWI,CAI,11,998,2
TFU,TNA,11,864,2
TFU,LXA,11,815,2
PLJ,BZE,11,69,1
MCI,DEN,11,532,1
UPG,SUB,11,492,1
ORD,GRR,11,137,1
GRR,ORD,11,137,1
NKG,XIY,11,615,1
TNA,TFU,11,864,2
XIY,NKG,11,615,1
BCN,MXP,11,449,1
SLC,SEA,11,689,2
MXP,BCN,11,449,1
SLC,LAX,11,590,1
SEA,SLC,11,689,2
HRB,PKX,11,655,1
LAX,SLC,11,590,1
PKX,HRB,11,655,1
XIY,UYN,11,272,1
UYN,XIY,11,272,1
LKO,DEL,11,263,1
ITM,KMI,11,306,1
KMI,ITM,11,306,1
NKG,TFU,11,861,2
TFU,NKG,11,861,2
SZX,TNA,11,1000,2
TNA,SZX,11,1000,2
TOS,OSL,11,695,2
BNA,ATL,11,214,1
ATL,BNA,11,214,1
ATH,TLV,11,742,2
HOU,DAL,11,239,1
SRG,CGK,11,262,1
DAL,HOU,11,239,1
OSL,TOS,11,695,2
MKK,OGG,11,46,1
EWR,MIA,11,1086,2
MIA,EWR,11,1086,2
SHA,TAO,11,354,1
CSX,TFU,11,549,1
CGK,SRG,11,262,1
SFO,DFW,11,1464,3
DFW,SFO,11,1464,3
FUK,NGO,11,375,1
TFU,CSX,11,549,1
NGO,FUK,11,375,1
OGG,MKK,11,46,1
CKG,TNA,11,785,2
MIA,DCA,11,920,2
DCA,MIA,11,920,2
TNA,CKG,11,785,2
ATL,JAX,11,270,1
JAX,ATL,11,270,1
MZG,RMQ,11,78,1
DEL,LKO,11,263,1
AMS,FRA,11,228,1
FRA,AMS,11,228,1
DXB,TLV,11,1326,3
TLV,DXB,11,1326,3
AEP,SCL,11,714,2
MSP,PHX,11,1276,3
RMQ,MZG,11,78,1
CAN,WUX,11,709,2
PHX,MSP,11,1276,3
KMG,CSX,11,670,1
AKL,ZQN,11,637,1
AMS,MUC,11,413,1
MUC,AMS,11,413,1
ZQN,AKL,11,637,1
CSX,KMG,11,670,1
NCE,CDG,11,431,1
AUS,LAX,11,1242,3
LAX,AUS,11,1242,3
OPO,ORY,11,747,2
CDG,NCE,11,431,1
ORY,OPO,11,747,2
DOH,DXB,11,235,1
DXB,DOH,11,235,1
ITM,KMJ,11,296,1
KMJ,ITM,11,296,1
CAN,KUL,11,1618,4
KUL,CAN,11,1618,4
BOG,CUC,11,248,1
CUC,BOG,11,248,1
WUX,CAN,11,709,2
PTP,FDF,11,120,1
SJU,JFK,11,1597,4
FUK,ITM,11,297,1
ITM,FUK,11,297,1
JFK,SJU,11,1597,4
CTS,ITM,11,647,1
ITM,CTS,11,647,1
CDG,ALG,11,851,2
ALG,CDG,11,851,2
BOS,DEN,11,1754,4
CLT,DFW,11,937,2
SCL,IQQ,11,907,2
DFW,CLT,11,937,2
GAU,CCU,11,309,1
KUL,KNO,11,205,1
KNO,KUL,11,205,1
TAO,PVG,11,362,1
FDF,PTP,11,120,1
MCI,ORD,11,403,1
ORD,MCI,11,403,1
BNE,ADL,11,1007,2
ADL,BNE,11,1007,2
BCN,LGW,11,689,2
CAN,WNZ,11,564,1
LIN,FCO,11,292,1
LGW,BCN,11,689,2
FCO,LIN,11,292,1
CEI,DMK,11,414,1
DMK,CEI,11,414,1
SAW,TZX,11,547,1
ATL,IAD,11,533,1
IAD,ATL,11,533,1
KWE,HGH,11,868,2
HGH,KWE,11,868,2
WNZ,CAN,11,564,1
COV,SAW,11,399,1
DAC,SPD,11,162,1
TZX,SAW,11,547,1
LGA,DTW,11,501,1
SPD,DAC,11,162,1
DTW,LGA,11,501,1
SAW,COV,11,399,1
CCU,GAU,11,309,1
LAS,JFK,11,2248,5
MIA,MCO,11,193,1
JFK,LAS,11,2248,5
SEA,SNA,11,978,2
SNA,SEA,11,978,2
DEN,BOS,11,1754,4
LAS,OAK,11,407,1
MCO,MIA,11,193,1
KOJ,ASJ,11,241,1
IQQ,SCL,11,907,2
DEN,SMF,11,910,2
LHR,EDI,11,332,1
OAK,LAS,11,407,1
SMF,DEN,11,910,2
EDI,LHR,11,332,1
SZX,WUH,11,561,1
SCL,AEP,11,714,2
AMS,LCY,11,209,1
TAO,SHA,11,354,1
HAN,CXR,11,674,1
CGH,REC,11,1319,3
SZX,WUX,11,733,2
DXB,MCT,11,217,1
MED,CAI,11,639,1
MCT,DXB,11,217,1
BCN,CDG,11,533,1
CDG,BCN,11,533,1
PEK,FOC,11,990,2
WUX,SZX,11,733,2
FOC,PEK,11,990,2
CXR,HAN,11,674,1
LCY,AMS,11,209,1
PDX,PHX,11,1009,2
REC,CGH,11,1319,3
CDG,FRA,11,280,1
FRA,CDG,11,280,1
HRB,HGH,11,1107,2
PHX,PDX,11,1009,2
DTW,DFW,11,987,2
HGH,HRB,11,1107,2
DFW,DTW,11,987,2
BOS,DFW,11,1562,3
DFW,BOS,11,1562,3
ROK,BNE,11,321,1
BNE,ROK,11,321,1
BWI,BOS,11,370,1
WUH,SZX,11,561,1
PDX,SFO,11,550,1
ACE,TFN,11,169,1
PVG,TAO,11,362,1
TFN,ACE,11,169,1
KWE,PKX,11,1052,2
CAI,MED,11,639,1
HGH,TFU,11,956,2
PKX,KWE,11,1052,2
SFO,PDX,11,550,1
TFU,HGH,11,956,2
WLG,BHE,11,50,1
JFK,FLL,11,1068,2
CGO,XMN,11,739,2
BHE,WLG,11,50,1
MAD,AMS,11,908,2
AMS,MAD,11,908,2
DFW,SLC,11,988,2
FLL,JFK,11,1068,2
KMG,PVG,11,1222,3
SLC,DFW,11,988,2
XMN,CGO,11,739,2
LAS,RNO,11,345,1
RNO,LAS,11,345,1
DOH,SHJ,11,245,1
ATL,PBI,11,545,1
PBI,ATL,11,545,1
SHJ,DOH,11,245,1
DPS,PER,11,1596,4
PER,DPS,11,1596,4
AMS,MAN,11,304,1
MAN,AMS,11,304,1
PEK,TFU,11,961,2
BOS,BWI,11,370,1
JFK,RDU,11,426,1
RDU,JFK,11,426,1
DTW,MCO,11,957,2
PVG,KMG,11,1222,3
GIZ,JED,11,399,1
JED,GIZ,11,399,1
LXR,CAI,11,318,1
MCO,DTW,11,957,2
TFU,PEK,11,961,2
CTU,KMG,10,382,1
AMS,ZRH,10,375,1
ZRH,AMS,10,375,1
KMG,CTU,10,382,1
AUA,CUR,10,74,1
SGN,SIN,10,675,2
SIN,SGN,10,675,2
BNE,PER,10,2246,5
PER,BNE,10,2246,5
LPB,VVI,10,344,1
CGO,HAK,10,1025,2
VVI,LPB,10,344,1
LHR,LIS,10,972,2
LGW,AGP,10,1022,2
LIS,LHR,10,972,2
AGP,LGW,10,1022,2
HLP,SUB,10,412,1
IST,COV,10,438,1
DXB,IKA,10,743,2
COV,IST,10,438,1
MIA,CLT,10,651,1
SEU,ARK,10,140,1
CLT,MIA,10,651,1
HKG,KHH,10,411,1
IKA,DXB,10,743,2
KHH,HKG,10,411,1
PEK,URC,10,1515,3
TFU,PVG,10,1033,2
ASJ,KOJ,10,241,1
PHC,LOS,10,272,1
LOS,PHC,10,272,1
URC,PEK,10,1515,3
GIG,POA,10,697,2
LGA,STL,10,888,2
STL,LGA,10,888,2
POA,GIG,10,697,2
CGK,DJB,10,372,1
DUB,EDI,10,209,1
EDI,DUB,10,209,1
KHI,ISB,10,686,2
RUH,TUU,10,665,1
SLC,LAS,10,368,1
TUU,RUH,10,665,1
TAO,HGH,10,416,1
URC,PKX,10,1519,3
LAS,SLC,10,368,1
MKY,BNE,10,494,1
DJB,CGK,10,372,1
HGH,TAO,10,416,1
PKX,URC,10,1519,3
DTW,CLT,10,500,1
HAK,CGO,10,1025,2
ATL,PHX,10,1587,4
BNA,CLT,10,329,1
CLT,DTW,10,500,1
DMK,NST,10,379,1
NST,DMK,10,379,1
SSA,GRU,10,899,2
CLT,BNA,10,329,1
GRU,SSA,10,899,2
ZRH,BER,10,405,1
BER,ZRH,10,405,1
LGA,YUL,10,323,1
PHX,ATL,10,1587,4
YUL,LGA,10,323,1
IAH,MIA,10,964,2
MIA,IAH,10,964,2
STT,SJU,10,68,1
DEL,IDR,10,411,1
DMK,UTH,10,280,1
UTH,DMK,10,280,1
CGK,TKG,10,119,1
SIN,TPE,10,1996,4
TKG,CGK,10,119,1
TPE,SIN,10,1996,4
DEN,BNA,10,1013,2
SIN,ICN,10,2866,6
ICN,SIN,10,2866,6
BHX,DUB,10,200,1
DUB,BHX,10,200,1
JNB,PLZ,10,563,1
MTY,GDL,10,415,1
ORY,BCN,10,513,1
PLZ,JNB,10,563,1
BCN,ORY,10,513,1
SUB,HLP,10,412,1
FOR,GRU,10,1452,3
GDL,MTY,10,415,1
GRU,FOR,10,1452,3
BOS,EWR,10,200,1
EWR,BOS,10,200,1
ISB,KHI,10,686,2
FRA,ZRH,10,178,1
ZRH,FRA,10,178,1
IAH,EWR,10,1400,3
BNE,MKY,10,494,1
ARN,LLA,10,429,1
PHX,SMF,10,647,1
TAO,SHE,10,406,1
EWR,IAH,10,1400,3
SHE,TAO,10,406,1
BOS,MIA,10,1258,3
LLA,ARN,10,429,1
BNA,DEN,10,1013,2
CDG,JFK,10,3635,8
JFK,CDG,10,3635,8
MIA,BOS,10,1258,3
DMK,URT,10,343,1
URT,DMK,10,343,1
DEN,SNA,10,846,2
SMF,PHX,10,647,1
SNA,DEN,10,846,2
SZX,TAO,10,1018,2
XMN,PKX,10,1041,2
TAO,SZX,10,1018,2
PKX,XMN,10,1041,2
PEK,KMG,10,1300,3
KMG,PEK,10,1300,3
PIT,ORD,10,412,1
SHE,XIY,10,943,2
ORD,PIT,10,412,1
XIY,SHE,10,943,2
YOW,YTZ,10,218,1
EWR,CLT,10,528,1
YTZ,YOW,10,218,1
BDP,KTM,10,185,1
KTM,BDP,10,185,1
CLT,EWR,10,528,1
HFE,CAN,10,633,1
MEL,SIN,10,3743,8
CAN,HFE,10,633,1
PMI,DUS,10,833,2
DEN,STL,10,770,2
IDR,DEL,10,411,1
DUS,PMI,10,833,2
SYX,PEK,10,1559,3
SIN,MEL,10,3743,8
STL,ATL,10,484,1
BKK,SGN,10,446,1
CAN,URC,10,2037,5
CDG,FCO,10,685,2
FCO,CDG,10,685,2
HND,KCZ,10,374,1
HND,OKJ,10,337,1
HND,UBJ,10,496,1
KCZ,HND,10,374,1
OKJ,HND,10,337,1
PEK,SYX,10,1559,3
UBJ,HND,10,496,1
LED,AER,10,1202,3
BRC,AEP,10,831,2
ITM,MYJ,10,170,1
MYJ,ITM,10,170,1
PHL,CLT,10,447,1
PVG,TFU,10,1033,2
WUH,PKX,10,614,1
ITM,KIJ,10,300,1
KIJ,ITM,10,300,1
PKX,WUH,10,614,1
AER,LED,10,1202,3
CLT,PHL,10,447,1
ATL,MSP,10,906,2
STL,DEN,10,770,2
PTY,SJO,10,335,1
SJO,PTY,10,335,1
MSP,ATL,10,906,2
LHR,DXB,10,3420,8
DXB,LHR,10,3420,8
CPH,LHR,10,609,1
LHR,CPH,10,609,1
SHE,HGH,10,804,2
HGH,SHE,10,804,2
URC,CAN,10,2037,5
ATL,STL,10,484,1
AKL,NPE,10,203,1
BBI,DEL,10,794,2
CLT,TPA,10,508,1
NPE,AKL,10,203,1
TPA,CLT,10,508,1
DEL,BBI,10,794,2
ORY,FCO,10,678,2
FCO,ORY,10,678,2
COK,BOM,10,659,1
KTM,DEL,10,508,1
TWU,BKI,10,171,1
BOM,COK,10,659,1
DEL,KTM,10,508,1
BKI,TWU,10,171,1
CGK,LOP,10,684,2
IAH,LAS,10,1222,3
LAS,IAH,10,1222,3
URC,SHA,10,2037,5
MUC,BER,10,288,1
BER,MUC,10,288,1
SHA,URC,10,2037,5
TAO,CKG,10,916,2
ATQ,DEL,10,256,1
DEL,ATQ,10,256,1
LOP,CGK,10,684,2
SGN,BKK,10,446,1
CKG,TAO,10,916,2
MAD,OPO,10,273,1
VKO,IST,10,1063,2
GLA,LHR,10,345,1
IST,VKO,10,1063,2
LHR,GLA,10,345,1
OPO,MAD,10,273,1
GOX,DEL,10,907,2
SYX,CAN,10,431,1
DEL,GOX,10,907,2
XIY,TAO,10,669,1
TAO,XIY,10,669,1
KMG,XMN,10,954,2
IAH,MEX,10,763,2
MEX,IAH,10,763,2
SAW,BJV,10,267,1
XMN,KMG,10,954,2
MDW,ATL,10,590,1
BJV,SAW,10,267,1
CGK,PGK,10,275,1
HAK,CKG,10,715,2
SZX,HFE,10,673,1
PKX,SHA,10,637,1
PKX,TFU,10,929,2
SHA,PKX,10,637,1
HFE,SZX,10,673,1
ATL,MDW,10,590,1
CKG,HAK,10,715,2
TFU,PKX,10,929,2
SLC,SFO,10,599,1
SFO,SLC,10,599,1
ASW,CAI,10,434,1
PGK,CGK,10,275,1
IAD,DEN,10,1452,3
DEN,IAD,10,1452,3
AMS,LIN,10,517,1
BNE,CBR,10,593,1
LIN,AMS,10,517,1
CBR,BNE,10,593,1
SJU,STT,10,68,1
CAI,ASW,10,434,1
PUS,TPE,10,834,2
PVG,TPE,10,419,1
TPE,PUS,10,834,2
TPE,PVG,10,419,1
DOH,LHR,10,3260,7
LHR,DOH,10,3260,7
CSX,SHA,10,530,1
ZNA,CXH,10,38,1
CXH,ZNA,10,38,1
IBZ,PMI,10,87,1
MCO,IAH,10,853,2
IAH,MCO,10,853,2
PMI,IBZ,10,87,1
BOG,EOH,10,144,1
TLV,LCA,10,210,1
EOH,BOG,10,144,1
KNH,RMQ,10,149,1
RMQ,KNH,10,149,1
AEP,BRC,10,831,2
HND,KMQ,10,196,1
KMQ,HND,10,196,1
LCA,TLV,10,210,1
SGN,TPE,10,1370,3
TPE,SGN,10,1370,3
BOG,MIA,10,1506,3
KUL,TWU,10,1122,2
TWU,KUL,10,1122,2
MIA,BOG,10,1506,3
CGH,GYN,10,508,1
GYN,CGH,10,508,1
HAK,WUH,10,782,2
MNL,NRT,10,1893,4
BCN,LHR,10,713,2
DAL,ATL,10,721,2
DFW,XNA,10,281,1
LHR,BCN,10,713,2
NRT,MNL,10,1893,4
WUH,HAK,10,782,2
SGN,ICN,10,2208,5
XNA,DFW,10,281,1
ICN,SGN,10,2208,5
KBV,DMK,10,414,1
BNA,DFW,10,631,1
DFW,BNA,10,631,1
DMK,KBV,10,414,1
MSP,DFW,10,852,2
EWR,PBI,10,1024,2
BOS,FLL,10,1237,3
DFW,MSP,10,852,2
PBI,EWR,10,1024,2
IXM,MAA,10,259,1
MAA,IXM,10,259,1
LXA,CKG,10,947,2
BOB,PPT,10,160,1
ATL,DAL,10,721,2
FLL,BOS,10,1237,3
FUK,CTS,10,880,2
DFW,CUN,10,1029,2
KHI,LHE,10,634,1
CUN,DFW,10,1029,2
KWI,JED,10,757,2
LHE,KHI,9,634,1
COR,AEP,9,404,1
AYT,VKO,9,1325,3
DTW,EWR,9,487,1
AKL,NSN,9,308,1
EWR,DTW,9,487,1
NSN,AKL,9,308,1
YYC,YLW,9,249,1
DFW,EWR,9,1372,3
EWR,DFW,9,1372,3
YLW,YYC,9,249,1
SHA,CSX,9,530,1
VKO,AYT,9,1325,3
IAH,SFO,9,1635,4
SFO,IAH,9,1635,4
BOG,MTR,9,302,1
MTR,BOG,9,302,1
CKG,XMN,9,794,2
XMN,CKG,9,794,2
CTS,FUK,9,880,2
DFW,SAN,9,1171,3
SAN,DFW,9,1171,3
SHE,NKG,9,729,2
CGH,NVT,9,256,1
NVT,CGH,9,256,1
CKG,LXA,9,947,2
HHP,XZM,9,77,1
XZM,HHP,9,77,1
CAN,SYX,9,431,1
CDG,MUC,9,425,1
NKG,SHE,9,729,2
MUC,CDG,9,425,1
DCA,DFW,9,1192,3
DFW,DCA,9,1192,3
CIF,HET,9,386,1
HET,CIF,9,386,1
STI,JFK,9,1470,3
JFK,STI,9,1470,3
LIM,TPP,9,382,1
TPP,LIM,9,382,1
AUH,BOM,9,1225,3
BZE,CUK,9,23,1
BOM,AUH,9,1225,3
KBV,BKK,9,403,1
TAO,TFU,9,1009,2
TFU,TAO,9,1009,2
BLR,GOI,9,300,1
CBB,LPB,9,149,1
MDE,CTG,9,294,1
AER,VKO,9,847,2
VKO,AER,9,847,2
CAI,LXR,9,318,1
LPB,CBB,9,149,1
FLN,GRU,9,319,1
AEP,MDZ,9,609,1
GRU,FLN,9,319,1
ABQ,PHX,9,328,1
PHX,ABQ,9,328,1
CTG,MDE,9,294,1
MAH,PMI,9,82,1
PMI,MAH,9,82,1
LAS,PDX,9,762,2
GOI,BLR,9,300,1
TKS,HND,9,309,1
HND,TKS,9,309,1
PDX,LAS,9,762,2
CMH,LGA,9,478,1
LGA,CMH,9,478,1
ATL,MEM,9,332,1
CUR,AUA,9,74,1
DEL,IXL,9,384,1
IXL,DEL,9,384,1
MEM,ATL,9,332,1
LST,MEL,9,296,1
MEL,LST,9,296,1
TNA,KMG,9,1169,3
PEK,HRB,9,622,1
KMG,TNA,9,1169,3
AUS,PHX,9,872,2
DEL,GOI,9,931,2
HRB,PEK,9,622,1
MAD,BRU,9,818,2
JED,IST,9,1480,3
SAN,ORD,9,1723,4
CLT,JFK,9,541,1
ORD,SAN,9,1723,4
GOI,DEL,9,931,2
WUH,CKG,9,459,1
PIT,LGA,9,335,1
IST,JED,9,1480,3
JFK,CLT,9,541,1
STT,STX,9,45,1
CKG,WUH,9,459,1
EIS,SJU,9,96,1
ATL,CLE,9,554,1
LGA,PIT,9,335,1
PEK,DLC,9,275,1
CLE,ATL,9,554,1
GDL,LAX,9,1307,3
BRU,MAD,9,818,2
LAX,GDL,9,1307,3
SJU,EIS,9,96,1
DLC,PEK,9,275,1
JED,TUU,9,488,1
PHX,AUS,9,872,2
BUR,SFO,9,326,1
IND,ATL,9,432,1
TUU,JED,9,488,1
SFO,BUR,9,326,1
ATL,IND,9,432,1
SVO,SVX,9,895,2
PEK,HND,9,1301,3
HND,PEK,9,1301,3
BKK,KBV,9,403,1
AUH,DOH,9,200,1
DOH,AUH,9,200,1
RGN,BKK,9,378,1
BOM,JAI,9,564,1
BKK,RGN,9,378,1
RDU,CLT,9,130,1
SVX,SVO,9,895,2
BOG,LIM,9,1167,3
CLT,RDU,9,130,1
JAI,BOM,9,564,1
PHL,DFW,9,1302,3
PVG,SYX,9,1176,3
TAO,CGQ,9,602,1
ORD,GRB,9,174,1
DFW,PHL,9,1302,3
GRB,ORD,9,174,1
LIM,BOG,9,1167,3
BOO,OSL,9,500,1
JED,KWI,9,757,2
MCO,BNA,9,616,1
OSL,BOO,9,500,1
PTY,MDE,9,337,1
MDE,PTY,9,337,1
ATL,SFO,9,2139,5
SFO,ATL,9,2139,5
CTS,ICN,9,885,2
ICN,CTS,9,885,2
STX,STT,9,45,1
DEL,IXB,9,701,2
HET,TGO,9,565,1
TGO,HET,9,565,1
MCI,ATL,9,693,2
ATL,MCI,9,693,2
URC,LHW,9,992,2
SYX,PVG,9,1176,3
SIN,SYD,9,3907,9
HKT,KUL,9,437,1
KUL,HKT,9,437,1
AXT,HND,9,281,1
HND,AXT,9,281,1
HRG,CAI,9,250,1
LHW,URC,9,992,2
OMA,DEN,9,472,1
BNA,MCO,9,616,1
DEN,OMA,9,472,1
BWI,FLL,9,925,2
AMD,BLR,9,756,2
IXB,DEL,9,701,2
FLL,BWI,9,925,2
HEL,TLL,9,63,1
SYD,SIN,9,3907,9
TLL,HEL,9,63,1
BLR,AMD,9,756,2
CMH,ATL,9,446,1
DXB,IST,9,1882,4
HKG,HGH,9,679,2
IST,DXB,9,1882,4
MCM,NCE,9,11,1
NCE,MCM,9,11,1
ATL,CMH,9,446,1
HGH,HKG,9,679,2
ORD,RDU,9,647,1
RDU,ORD,9,647,1
CUN,YYZ,9,1615,4
HND,PVG,9,1081,2
OKC,DEN,9,495,1
PVG,HND,9,1081,2
CGQ,TAO,9,602,1
MXP,CDG,9,372,1
OAK,SAN,9,446,1
CDG,MXP,9,372,1
SUB,BDJ,9,303,1
YYZ,CUN,9,1615,4
DEL,BKK,9,1831,4
IST,LHR,9,1550,3
LHR,IST,9,1550,3
AKL,PMR,9,233,1
CEB,IAO,9,141,1
HYD,VTZ,9,318,1
IAO,CEB,9,141,1
PMR,AKL,9,233,1
VTZ,HYD,9,318,1
IXC,DEL,9,146,1
DEN,OKC,9,495,1
PHX,TUS,9,110,1
TUS,PHX,9,110,1
BKK,DEL,9,1831,4
CGB,GRU,9,825,2
GRU,CGB,9,825,2
EWR,LHR,9,3466,8
LHR,EWR,9,3466,8
SAN,OAK,9,446,1
SEA,ATL,9,2182,5
HAK,TFU,9,806,2
ATL,SEA,9,2182,5
CUN,NLU,9,805,2
NLU,CUN,9,805,2
JKR,KTM,9,77,1
KTM,JKR,9,77,1
YVR,SFO,9,800,2
FUK,PUS,9,141,1
PUS,FUK,9,141,1
ATH,IST,9,344,1
IST,ATH,9,344,1
PKX,PVG,9,652,1
SFO,YVR,9,800,2
PVG,PKX,9,652,1
AYT,DUS,9,1542,3
CDG,CPH,9,624,1
CPH,CDG,9,624,1
OPO,LIS,9,171,1
LIS,OPO,9,171,1
PVG,HAK,9,1045,2
KUL,MYY,9,854,2
LAS,MSP,9,1300,3
MYY,KUL,9,854,2
NKG,KWE,9,812,2
HAK,PEK,9,1433,3
ORD,TVC,9,224,1
TVC,ORD,9,224,1
FLL,CLT,9,632,1
PEK,HAK,9,1433,3
SHA,TSN,9,591,1
TFU,HAK,9,806,2
DFW,OKC,9,175,1
MSP,LAS,9,1300,3
OKC,DFW,9,175,1
TSN,SHA,9,591,1
CLT,FLL,9,632,1
COK,DEL,9,1268,3
PEK,WUH,9,654,1
AMS,ARN,9,718,2
ARN,AMS,9,718,2
EWR,DEN,9,1605,4
BDJ,SUB,9,303,1
DEL,COK,9,1268,3
DEN,EWR,9,1605,4
KNH,KHH,9,180,1
WUH,PEK,9,654,1
KHH,KNH,9,180,1
REC,GIG,9,1151,3
SSH,CAI,9,234,1
PIU,LIM,9,526,1
TSN,XIY,9,576,1
XIY,TSN,9,576,1
DEL,IXC,9,146,1
KWE,NKG,9,812,2
SYX,PKX,9,1519,3
CAI,SSH,9,234,1
PKX,SYX,9,1519,3
LAX,MIA,9,2342,5
HAN,ICN,9,1667,4
IAH,MSY,9,305,1
ICN,HAN,9,1667,4
MSY,IAH,9,305,1
TPA,ORD,9,1012,2
CAI,HRG,9,250,1
MIA,LAX,9,2342,5
ORD,TPA,9,1012,2
DUS,AYT,9,1542,3
MDZ,AEP,9,609,1
CDG,LIN,9,401,1
LIN,CDG,9,401,1
PHX,IAH,9,1009,2
IAH,PHX,9,1009,2
GSP,CLT,9,76,1
LIM,PIU,9,526,1
CLT,GSP,9,76,1
HKT,SIN,9,607,1
SIN,HKT,9,607,1
CUK,BZE,9,23,1
PUS,KIX,9,363,1
KIX,PUS,9,363,1
PHX,ONT,9,325,1
XMN,CSX,9,398,1
CAN,SHE,9,1388,3
ONT,PHX,9,325,1
BUR,PHX,9,369,1
CSX,XMN,9,398,1
PHX,BUR,9,369,1
NKG,XMN,9,503,1
XMN,NKG,9,503,1
GIG,REC,9,1151,3
LAX,MCO,9,2217,5
MCO,LAX,9,2217,5
TRD,BGO,9,288,1
TAO,WUH,9,519,1
WUH,TAO,9,519,1
BGO,TRD,9,288,1
CGQ,NKG,9,923,2
NKG,CGQ,9,923,2
CJU,PVG,9,320,1
PVG,CJU,9,320,1
TFU,KHN,9,697,2
ADD,MQX,9,313,1
MQX,ADD,9,313,1
DXB,KHI,9,740,2
KHN,TFU,9,697,2
ATL,CHS,9,259,1
DEN,ABQ,9,349,1
KUL,SGN,9,650,1
MRV,SVO,9,851,2
PHL,MIA,9,1013,2
SGN,KUL,9,650,1
ABQ,DEN,9,349,1
CHS,ATL,9,259,1
SVO,MRV,9,851,2
KHI,DXB,9,740,2
ORD,DSM,9,299,1
AMS,AGP,9,1171,3
DSM,ORD,9,299,1
AGP,AMS,9,1171,3
MEL,AKL,9,1644,4
MIA,PTY,9,1152,3
SHE,CAN,9,1388,3
JFK,SDQ,9,1549,3
MIA,PHL,9,1013,2
ORD,ATW,9,160,1
AKL,MEL,9,1644,4
ATW,ORD,9,160,1
ORD,CID,9,196,1
